f_account.nm_name;f_stagehistory.f_duration;f_stagehistory.f_velocity;f_stagehistory.nm_id;f_opportunity.nm_name;f_product.nm_name;f_stage.nm_stagename
Integrated Control;\N;42;4467;Integrated Control > Explorer;Explorer;Closed Won
Integrated Design;\N;41;4470;Integrated Design > Explorer;Explorer;Closed Won
Integrated Design Group;\N;43;4471;Integrated Design Group > Explorer;Explorer;Closed Won
Integrated Resources;\N;106;2421;Integrated Resources > Explorer;Explorer;Closed Lost
Integration Partners;\N;49;4475;Integration Partners > Explorer;Explorer;Closed Won
Integrity Applications;\N;68;4479;Integrity Applications > Explorer;Explorer;Closed Won
IntelePeer;\N;100;4488;IntelePeer > Grammar Plus;Grammar Plus;Closed Won
IntelePeer;\N;77;4487;IntelePeer > Explorer;Explorer;Closed Won
Intelius;\N;107;4489;Intelius > Explorer;Explorer;Closed Won
Intelligent Software Solutions;\N;82;4492;Intelligent Software Solutions > Explorer;Explorer;Closed Won
Interactive Solutions (TN);\N;74;2427;Interactive Solutions (TN) > Explorer;Explorer;Closed Lost
InterCon;\N;33;4498;InterCon > WonderKid;WonderKid;Closed Won
InterCon;\N;89;2428;InterCon > Explorer;Explorer;Closed Lost
Intermark Foods;\N;101;4506;Intermark Foods > Explorer;Explorer;Closed Won
Intermarkets;\N;45;4509;Intermarkets > Explorer;Explorer;Closed Won
International Checkout;\N;117;2432;International Checkout > Explorer;Explorer;Closed Lost
International Checkout;\N;60;4510;International Checkout > PhoenixSoft;PhoenixSoft;Closed Won
International Software Systems;12;20;425;International Software Systems > Explorer;Explorer;Short List
InterRel Consulting Partners;\N;48;4515;InterRel Consulting Partners > PhoenixSoft;PhoenixSoft;Closed Won
InterRel Consulting Partners;\N;50;4514;InterRel Consulting Partners > Explorer;Explorer;Closed Won
Interstate International;\N;AMC Entertainment;4517;Interstate International > Explorer;Explorer;Closed Won
Interstate Transport;\N;100;4518;Interstate Transport > Explorer;Explorer;Closed Won
Intetics;\N;73;4522;Intetics > Explorer;Explorer;Closed Won
Intueor Consulting;4;\N;6544;Intueor Consulting > PhoenixSoft;PhoenixSoft;Interest
Intueor Consulting;\N;53;4526;Intueor Consulting > Explorer;Explorer;Closed Won
Intueor Consulting;\N;75;4527;Intueor Consulting > PhoenixSoft;PhoenixSoft;Closed Won
iovation;\N;102;4534;iovation > WonderKid;WonderKid;Closed Won
iovation;\N;114;2442;iovation > Explorer;Explorer;Closed Lost
Irell & Manella;21;58;433;Irell & Manella > Explorer;Explorer;Short List
Irell & Manella;22;72;431;Irell & Manella > Explorer;Explorer;Negotiation
Irell & Manella;23;17;432;Irell & Manella > Explorer;Explorer;Risk Assessment
IronPlanet;11;\N;435;IronPlanet > Explorer;Explorer;Interest
IronPlanet;\N;84;2444;IronPlanet > PhoenixSoft;PhoenixSoft;Closed Lost
Isis Parenting;\N;95;2446;Isis Parenting > Explorer;Explorer;Closed Lost
Island;\N;65;2447;Island > Explorer;Explorer;Closed Lost
ISNetworld;\N;72;4545;ISNetworld > Grammar Plus;Grammar Plus;Closed Won
ISNetworld;\N;99;4544;ISNetworld > Explorer;Explorer;Closed Won
Isotech Laboratories;\N;40;4547;Isotech Laboratories > Explorer;Explorer;Closed Won
Isotech Pest Management;\N;110;2448;Isotech Pest Management > WonderKid;WonderKid;Closed Lost
Isotech Pest Management;\N;70;4548;Isotech Pest Management > Explorer;Explorer;Closed Won
Issue Media Group;\N;87;4551;Issue Media Group > Explorer;Explorer;Closed Won
IST Management Services;\N;86;4553;IST Management Services > Explorer;Explorer;Closed Won
iStrategy Solutions;\N;102;4554;iStrategy Solutions > Explorer;Explorer;Closed Won
ISYS Technologies;18;31;437;ISYS Technologies > Explorer;Explorer;Short List
ISYS Technologies;27;19;436;ISYS Technologies > Explorer;Explorer;Risk Assessment
IT First Source;\N;59;4557;IT First Source > Explorer;Explorer;Closed Won
IT Solutions Consulting;\N;69;2451;IT Solutions Consulting > Explorer;Explorer;Closed Lost
iTech US;\N;82;4563;iTech US > Explorer;Explorer;Closed Won
IT-Lifeline;\N;109;4567;IT-Lifeline > Explorer;Explorer;Closed Won
iVenture Solutions;\N;71;2452;iVenture Solutions > Explorer;Explorer;Closed Lost
iVision;\N;44;4574;iVision > Explorer;Explorer;Closed Won
iVision;\N;50;4575;iVision > Grammar Plus;Grammar Plus;Closed Won
J.R. Clancy;\N;97;4577;J.R. Clancy > Explorer;Explorer;Closed Won
J.R. Mannes Defense Services;\N;114;2455;J.R. Mannes Defense Services > WonderKid;WonderKid;Closed Lost
J.R. Mannes Defense Services;\N;AC Lens;4578;J.R. Mannes Defense Services > Explorer;Explorer;Closed Won
Jackson Walker;\N;73;4583;Jackson Walker > Explorer;Explorer;Closed Won
Jenner & Block;\N;57;4593;Jenner & Block > Explorer;Explorer;Closed Won
JG Black Book of Travel;\N;53;2466;JG Black Book of Travel > Explorer;Explorer;Closed Lost
JGear;\N;68;4595;JGear > Explorer;Explorer;Closed Won
JHE Production Group;\N;89;4597;JHE Production Group > Explorer;Explorer;Closed Won
JKMilne Asset Management;\N;34;4600;JKMilne Asset Management > Explorer;Explorer;Closed Won
JKMilne Asset Management;\N;59;2469;JKMilne Asset Management > WonderKid;WonderKid;Closed Lost
JMC Holdings;\N;49;4602;JMC Holdings > Explorer;Explorer;Closed Won
Joby;\N;104;4604;Joby > Explorer;Explorer;Closed Won
Joby;\N;35;4605;Joby > PhoenixSoft;PhoenixSoft;Closed Won
Johnny Cupcakes;\N;108;4606;Johnny Cupcakes > Explorer;Explorer;Closed Won
Jo-Kell;5;71;6643;Jo-Kell > Explorer;Explorer;Negotiation
Jo-Kell;\N;40;4607;Jo-Kell > Explorer;Explorer;Closed Won
JSMN International;34;14;444;JSMN International > Explorer;Explorer;Discovery
Junk my Car;\N;35;4614;Junk my Car > Explorer;Explorer;Closed Won
Junxure;\N;71;4616;Junxure > Grammar Plus;Grammar Plus;Closed Won
Junxure;\N;92;4615;Junxure > Explorer;Explorer;Closed Won
JurInnov;28;39;445;JurInnov > Explorer;Explorer;Short List
JurInnov;\N;81;4617;JurInnov > Grammar Plus;Grammar Plus;Closed Won
Just Between Friends;\N;59;4619;Just Between Friends > PhoenixSoft;PhoenixSoft;Closed Won
Just Between Friends;\N;60;4618;Just Between Friends > Explorer;Explorer;Closed Won
Kahler Automation;\N;106;2476;Kahler Automation > Explorer;Explorer;Closed Lost
Kaizen Technologies;15;75;447;Kaizen Technologies > Explorer;Explorer;Conviction
Kaizen Technologies;16;\N;448;Kaizen Technologies > Explorer;Explorer;Interest
Kaye Scholer;28;18;450;Kaye Scholer > Explorer;Explorer;Discovery
Keen Healthcare;\N;73;2480;Keen Healthcare > Explorer;Explorer;Closed Lost
Kelly's Industrial Services;\N;99;4632;Kelly's Industrial Services > Explorer;Explorer;Closed Won
Kelton Research;21;24;451;Kelton Research > Explorer;Explorer;Short List
KeyLogic Systems;\N;68;4635;KeyLogic Systems > Explorer;Explorer;Closed Won
Kickball.com;\N;AC Lens;4637;Kickball.com > Explorer;Explorer;Closed Won
Kids II;\N;68;4639;Kids II > Explorer;Explorer;Closed Won
Kimball Concepts;\N;64;4642;Kimball Concepts > WonderKid;WonderKid;Closed Won
Kimball Concepts;\N;75;4641;Kimball Concepts > Explorer;Explorer;Closed Won
Kinetek Consulting;\N;85;4644;Kinetek Consulting > Explorer;Explorer;Closed Won
King Enterprise Group;\N;63;4646;King Enterprise Group > Explorer;Explorer;Closed Won
Kingfisher Systems;6;53;454;Kingfisher Systems > Explorer;Explorer;Short List
Kingston Technology;\N;65;4647;Kingston Technology > Explorer;Explorer;Closed Won
KIRA;14;17;456;KIRA > Explorer;Explorer;Discovery
Kirkland & Ellis;\N;101;4648;Kirkland & Ellis > Explorer;Explorer;Closed Won
Kitware;\N;73;2485;Kitware > Grammar Plus;Grammar Plus;Closed Lost
Kitware;\N;77;4649;Kitware > Explorer;Explorer;Closed Won
KJ Technology Consulting;12;\N;457;KJ Technology Consulting > Explorer;Explorer;Interest
Klein Buendel;\N;85;4651;Klein Buendel > Explorer;Explorer;Closed Won
KMRD Partners;\N;34;4653;KMRD Partners > Explorer;Explorer;Closed Won
Knichel Logistics;\N;96;4654;Knichel Logistics > Explorer;Explorer;Closed Won
Knowledge Marketing;\N;44;4659;Knowledge Marketing > Explorer;Explorer;Closed Won
Knowledge Mosaic;11;103;460;Knowledge Mosaic > Explorer;Explorer;Negotiation
Knowledge Mosaic;21;13;459;Knowledge Mosaic > Explorer;Explorer;Discovery
Knowledge Mosaic;30;108;458;Knowledge Mosaic > Explorer;Explorer;Conviction
KnowledgeCentrix;\N;65;4660;KnowledgeCentrix > Explorer;Explorer;Closed Won
KnowledgeLake;6;16;461;KnowledgeLake > WonderKid;WonderKid;Short List
KnowledgeLake;\N;75;2488;KnowledgeLake > Explorer;Explorer;Closed Lost
Krupp Kommunications;\N;97;2490;Krupp Kommunications > Explorer;Explorer;Closed Lost
KTI;\N;57;2491;KTI > Explorer;Explorer;Closed Lost
Kurgo;\N;52;4667;Kurgo > Explorer;Explorer;Closed Won
Kurgo;\N;82;2493;Kurgo > PhoenixSoft;PhoenixSoft;Closed Lost
Kyriba;\N;54;2495;Kyriba > Explorer;Explorer;Closed Lost
Kyriba;\N;67;4669;Kyriba > WonderKid;WonderKid;Closed Won
Labor Law Center;\N;35;4673;Labor Law Center > Explorer;Explorer;Closed Won
Language Services Associates;\N;106;2498;Language Services Associates > Grammar Plus;Grammar Plus;Closed Lost
Language Services Associates;\N;91;4676;Language Services Associates > Explorer;Explorer;Closed Won
Lasco Enterprises;\N;44;4679;Lasco Enterprises > Explorer;Explorer;Closed Won
Lasco Enterprises;\N;49;4680;Lasco Enterprises > PhoenixSoft;PhoenixSoft;Closed Won
Laser Technologies;\N;107;2500;Laser Technologies > Explorer;Explorer;Closed Lost
Lastar;\N;91;4683;Lastar > Explorer;Explorer;Closed Won
Lathrop & Gage;28;\N;466;Lathrop & Gage > Explorer;Explorer;Interest
LatinMedios.com;\N;74;4686;LatinMedios.com > PhoenixSoft;PhoenixSoft;Closed Won
LatinMedios.com;\N;83;4685;LatinMedios.com > Explorer;Explorer;Closed Won
Launch;\N;52;4690;Launch > Explorer;Explorer;Closed Won
Laurus Technologies;\N;110;4693;Laurus Technologies > Explorer;Explorer;Closed Won
LawyerLink;\N;68;4695;LawyerLink > Explorer;Explorer;Closed Won
LawyerLink;\N;82;2506;LawyerLink > WonderKid;WonderKid;Closed Lost
Lazorpoint;\N;84;2507;Lazorpoint > Explorer;Explorer;Closed Lost
LeadCreations.com;\N;58;4702;LeadCreations.com > Explorer;Explorer;Closed Won
LeadPile;\N;39;4705;LeadPile > Explorer;Explorer;Closed Won
LearnLive Technologies;\N;100;2512;LearnLive Technologies > PhoenixSoft;PhoenixSoft;Closed Lost
LearnLive Technologies;\N;75;2511;LearnLive Technologies > Explorer;Explorer;Closed Lost
Lease A Sales Rep;\N;121;2513;Lease A Sales Rep > Explorer;Explorer;Closed Lost
Legend Financial Advisors;\N;59;2514;Legend Financial Advisors > Explorer;Explorer;Closed Lost
Legend Healthcare;\N;49;4715;Legend Healthcare > Explorer;Explorer;Closed Won
Levick Strategic Communications;\N;117;2517;Levick Strategic Communications > Explorer;Explorer;Closed Lost
Levins & Associates;\N;63;2518;Levins & Associates > Explorer;Explorer;Closed Lost
Levins & Associates;\N;87;4717;Levins & Associates > Grammar Plus;Grammar Plus;Closed Won
Lewis Brisbois Bisgaard & Smith;\N;83;4719;Lewis Brisbois Bisgaard & Smith > Explorer;Explorer;Closed Won
LFA Group;\N;107;2522;LFA Group > Explorer;Explorer;Closed Lost
Life Safety Services;\N;106;4725;Life Safety Services > Explorer;Explorer;Closed Won
Life Safety Services;\N;90;4726;Life Safety Services > Grammar Plus;Grammar Plus;Closed Won
Lifematters;\N;111;2526;Lifematters > Explorer;Explorer;Closed Lost
LifeSpan Technology Recycling;12;94;6647;LifeSpan Technology Recycling > Explorer;Explorer;Negotiation
LifeSpan Technology Recycling;2;21;6830;LifeSpan Technology Recycling > Explorer;Explorer;Short List
LifeSpan Technology Recycling;8;16;6494;LifeSpan Technology Recycling > Explorer;Explorer;Discovery
LifeSpan Technology Recycling;\N;101;4730;LifeSpan Technology Recycling > Grammar Plus;Grammar Plus;Closed Won
LifeSpan Technology Recycling;\N;105;4729;LifeSpan Technology Recycling > Explorer;Explorer;Closed Won
LifeWave;\N;48;4732;LifeWave > Explorer;Explorer;Closed Won
LifeWave;\N;82;2528;LifeWave > WonderKid;WonderKid;Closed Lost
Lighthouse Placement Services;\N;120;2529;Lighthouse Placement Services > Explorer;Explorer;Closed Lost
LightWorks Optics;\N;59;4735;LightWorks Optics > Explorer;Explorer;Closed Won
Lime Brokerage;\N;58;4736;Lime Brokerage > Explorer;Explorer;Closed Won
Lindy Paving;\N;66;2532;Lindy Paving > Explorer;Explorer;Closed Lost
Line 6;\N;72;2533;Line 6 > Explorer;Explorer;Closed Lost
LiqueColor InkJet Group;\N;32;4737;LiqueColor InkJet Group > Explorer;Explorer;Closed Won
Litle & Co.;\N;91;4745;Litle & Co. > Explorer;Explorer;Closed Won
LiveLogic;\N;108;2538;LiveLogic > PhoenixSoft;PhoenixSoft;Closed Lost
LiveLogic;\N;86;4748;LiveLogic > Explorer;Explorer;Closed Won
Living Direct;\N;92;4753;Living Direct > Explorer;Explorer;Closed Won
Living Harvest Foods;\N;63;2540;Living Harvest Foods > Grammar Plus;Grammar Plus;Closed Lost
Living Harvest Foods;\N;93;4754;Living Harvest Foods > Explorer;Explorer;Closed Won
Location3 Media;\N;46;4757;Location3 Media > Explorer;Explorer;Closed Won
Loffler Companies;\N;103;2543;Loffler Companies > Explorer;Explorer;Closed Lost
Logic Planet;19;22;478;Logic Planet > Explorer;Explorer;Discovery
Logic Supply;\N;41;4760;Logic Supply > Explorer;Explorer;Closed Won
Logic Trends;\N;86;4761;Logic Trends > Explorer;Explorer;Closed Won
Logica;\N;76;4762;Logica > Explorer;Explorer;Closed Won
Logica;\N;90;4763;Logica > WonderKid;WonderKid;Closed Won
Logical Choice Technologies;11;\N;480;Logical Choice Technologies > Explorer;Explorer;Interest
Logical Choice Technologies;14;24;479;Logical Choice Technologies > Explorer;Explorer;Discovery
Logistics Management Solutions;\N;108;4767;Logistics Management Solutions > Explorer;Explorer;Closed Won
LogoSportswear.com;11;19;6498;LogoSportswear.com > Explorer;Explorer;Discovery
LogoSportswear.com;14;64;6652;LogoSportswear.com > Explorer;Explorer;Negotiation
LogoSportswear.com;\N;43;4771;LogoSportswear.com > Explorer;Explorer;Closed Won
Long Term Solutions;\N;54;4773;Long Term Solutions > Explorer;Explorer;Closed Won
LongJump;\N;109;4774;LongJump > Explorer;Explorer;Closed Won
LongJump;\N;69;2549;LongJump > PhoenixSoft;PhoenixSoft;Closed Lost
Lopez Negrete Communications;\N;63;4776;Lopez Negrete Communications > Explorer;Explorer;Closed Won
Loudoun Electric;12;19;481;Loudoun Electric > Explorer;Explorer;Discovery
Loudoun Electric;20;11;482;Loudoun Electric > PhoenixSoft;PhoenixSoft;Discovery
Loudoun Electric;29;\N;483;Loudoun Electric > PhoenixSoft;PhoenixSoft;Interest
Lowenstein Sandler;\N;106;4778;Lowenstein Sandler > Explorer;Explorer;Closed Won
Lunarline;\N;88;4786;Lunarline > Grammar Plus;Grammar Plus;Closed Won
Lunarline;\N;95;2555;Lunarline > Explorer;Explorer;Closed Lost
Lynx Network Group;\N;86;2556;Lynx Network Group > Explorer;Explorer;Closed Lost
Lyons Consulting Group;\N;98;2558;Lyons Consulting Group > Explorer;Explorer;Closed Lost
M/E Engineering;35;18;486;M/E Engineering > Explorer;Explorer;Discovery
M2 Media Group;\N;66;2563;M2 Media Group > WonderKid;WonderKid;Closed Lost
M2 Media Group;\N;91;2562;M2 Media Group > Explorer;Explorer;Closed Lost
M3 Technology;\N;42;4793;M3 Technology > PhoenixSoft;PhoenixSoft;Closed Won
M3 Technology;\N;69;2565;M3 Technology > Explorer;Explorer;Closed Lost
M86 Security;\N;62;2569;M86 Security > PhoenixSoft;PhoenixSoft;Closed Lost
M86 Security;\N;80;2568;M86 Security > Explorer;Explorer;Closed Lost
Mabbett & Associates;\N;109;4795;Mabbett & Associates > Explorer;Explorer;Closed Won
MacFarlane Pheasants;\N;51;4796;MacFarlane Pheasants > Explorer;Explorer;Closed Won
Magnani Caruso Dutton;\N;104;2577;Magnani Caruso Dutton > Explorer;Explorer;Closed Lost
Magnetic;\N;73;2578;Magnetic > Explorer;Explorer;Closed Lost
Malcap Mortgage;\N;87;4804;Malcap Mortgage > Explorer;Explorer;Closed Won
Maldonado Nursery & Landscaping;\N;63;4805;Maldonado Nursery & Landscaping > Explorer;Explorer;Closed Won
Malone AirCharter;\N;54;4806;Malone AirCharter > Explorer;Explorer;Closed Won
Managed Business Solutions;\N;55;2583;Managed Business Solutions > Explorer;Explorer;Closed Lost
Mansell Group;\N;AC Lens;4811;Mansell Group > Explorer;Explorer;Closed Won
Mansfield Oil;\N;39;4812;Mansfield Oil > Explorer;Explorer;Closed Won
Mantz Automation;\N;43;4813;Mantz Automation > Explorer;Explorer;Closed Won
MAQ Software;18;\N;494;MAQ Software > Explorer;Explorer;Interest
Marcel Media;\N;AMC Entertainment;4817;Marcel Media > Explorer;Explorer;Closed Won
Marcel Media;\N;83;4818;Marcel Media > Grammar Plus;Grammar Plus;Closed Won
Marketecture;9;59;495;Marketecture > Explorer;Explorer;Short List
Marketecture;\N;97;4829;Marketecture > Grammar Plus;Grammar Plus;Closed Won
Marketing Direct;\N;32;4830;Marketing Direct > Explorer;Explorer;Closed Won
Marketing Werks;\N;37;4831;Marketing Werks > Explorer;Explorer;Closed Won
Marketing Werks;\N;84;4832;Marketing Werks > Grammar Plus;Grammar Plus;Closed Won
MarketResearch.com;\N;AC Lens;4834;MarketResearch.com > Explorer;Explorer;Closed Won
MarkMaster;\N;98;4836;MarkMaster > Explorer;Explorer;Closed Won
Marlabs;\N;103;4837;Marlabs > Explorer;Explorer;Closed Won
Mathnasium Learning Centers;\N;32;4847;Mathnasium Learning Centers > Explorer;Explorer;Closed Won
Maverick Networks;30;12;500;Maverick Networks > Explorer;Explorer;Discovery
Max Borges Agency;19;23;501;Max Borges Agency > Explorer;Explorer;Discovery
MBS Dev;\N;66;4860;MBS Dev > Explorer;Explorer;Closed Won
McCarter & English;\N;101;2598;McCarter & English > Explorer;Explorer;Closed Lost
McGrath Systems;\N;90;4861;McGrath Systems > Explorer;Explorer;Closed Won
McGraw Communications;32;20;502;McGraw Communications > Explorer;Explorer;Discovery
McKenna Long & Aldridge;\N;115;2608;McKenna Long & Aldridge > Explorer;Explorer;Closed Lost
McLane Advanced Technologies;\N;37;4865;McLane Advanced Technologies > PhoenixSoft;PhoenixSoft;Closed Won
McLane Advanced Technologies;\N;58;2609;McLane Advanced Technologies > Explorer;Explorer;Closed Lost
Meadows Urquhart Acree & Cook;\N;106;4870;Meadows Urquhart Acree & Cook > Explorer;Explorer;Closed Won
Mechanical Reps;\N;101;4871;Mechanical Reps > Explorer;Explorer;Closed Won
MED Trends;13;35;6833;MED Trends > Explorer;Explorer;Short List
MED Trends;15;16;6501;MED Trends > Explorer;Explorer;Discovery
MED Trends;6;30;6396;MED Trends > Explorer;Explorer;Conviction
MED Trends;\N;103;2613;MED Trends > WonderKid;WonderKid;Closed Lost
MED Trends;\N;119;2612;MED Trends > Explorer;Explorer;Closed Lost
MEDEX Global Solutions;\N;82;4874;MEDEX Global Solutions > Explorer;Explorer;Closed Won
Mediachase;\N;104;4877;Mediachase > Grammar Plus;Grammar Plus;Closed Won
Mediachase;\N;55;4876;Mediachase > Explorer;Explorer;Closed Won
Mediatavern;\N;52;4879;Mediatavern > PhoenixSoft;PhoenixSoft;Closed Won
Mediatavern;\N;92;2615;Mediatavern > Explorer;Explorer;Closed Lost
Medica HealthCare Plans;\N;87;4880;Medica HealthCare Plans > Explorer;Explorer;Closed Won
Medical Emergency Professionals;\N;116;2617;Medical Emergency Professionals > Explorer;Explorer;Closed Lost
Medical Management Options;\N;64;2618;Medical Management Options > Explorer;Explorer;Closed Lost
Medical Solutions;\N;103;4883;Medical Solutions > Explorer;Explorer;Closed Won
Medical Transaction Billing;27;15;504;Medical Transaction Billing > Explorer;Explorer;Short List
MedSource;\N;71;4886;MedSource > Explorer;Explorer;Closed Won
MedVantx;\N;105;4890;MedVantx > Explorer;Explorer;Closed Won
MedVantx;\N;53;4891;MedVantx > WonderKid;WonderKid;Closed Won
MEI Technologies;\N;85;2625;MEI Technologies > Explorer;Explorer;Closed Lost
Melink;\N;50;4894;Melink > Explorer;Explorer;Closed Won
meltmedia;\N;106;4895;meltmedia > Explorer;Explorer;Closed Won
meltmedia;\N;39;4896;meltmedia > Grammar Plus;Grammar Plus;Closed Won
Mentoring Minds;\N;60;4899;Mentoring Minds > Explorer;Explorer;Closed Won
Meras Engineering;\N;94;4900;Meras Engineering > Explorer;Explorer;Closed Won
Merced Systems;\N;43;4901;Merced Systems > Explorer;Explorer;Closed Won
Merchant Services;\N;123;2627;Merchant Services > Explorer;Explorer;Closed Lost
Mercom;27;26;512;Mercom > WonderKid;WonderKid;Short List
Mercom;\N;40;4904;Mercom > Explorer;Explorer;Closed Won
Meredith Digital;\N;91;4907;Meredith Digital > Grammar Plus;Grammar Plus;Closed Won
Meredith Digital;\N;98;4906;Meredith Digital > Explorer;Explorer;Closed Won
Meridian Home Mortgage;\N;99;4908;Meridian Home Mortgage > Explorer;Explorer;Closed Won
Meridian Partners;24;\N;513;Meridian Partners > Explorer;Explorer;Interest
Meridian Partners;\N;85;4909;Meridian Partners > Grammar Plus;Grammar Plus;Closed Won
Meridian Technologies;15;39;6834;Meridian Technologies > Explorer;Explorer;Short List
Meridian Technologies;\N;97;4910;Meridian Technologies > Explorer;Explorer;Closed Won
Merrick Systems;\N;73;4912;Merrick Systems > Explorer;Explorer;Closed Won
Merrimak Capital;\N;101;4913;Merrimak Capital > Explorer;Explorer;Closed Won
Merritt Group;\N;116;2630;Merritt Group > Explorer;Explorer;Closed Lost
Meso Group;11;14;517;Meso Group > WonderKid;WonderKid;Discovery
Meso Group;25;71;516;Meso Group > WonderKid;WonderKid;Conviction
Meso Group;\N;55;4914;Meso Group > Explorer;Explorer;Closed Won
Meta Pharmaceutical Services;\N;40;4915;Meta Pharmaceutical Services > Explorer;Explorer;Closed Won
Metrokane;\N;72;2631;Metrokane > Explorer;Explorer;Closed Lost
Microdynamics Group;\N;49;2634;Microdynamics Group > PhoenixSoft;PhoenixSoft;Closed Lost
Microdynamics Group;\N;98;4923;Microdynamics Group > Explorer;Explorer;Closed Won
Microwize Technology;\N;105;4926;Microwize Technology > Explorer;Explorer;Closed Won
Midnight Oil Creative;\N;105;2637;Midnight Oil Creative > Grammar Plus;Grammar Plus;Closed Lost
Midnight Oil Creative;\N;72;2636;Midnight Oil Creative > Explorer;Explorer;Closed Lost
Midwest Industrial Supply;\N;63;2638;Midwest Industrial Supply > Explorer;Explorer;Closed Lost
Milbank, Tweed, Hadley & McCloy;14;18;6502;Milbank, Tweed, Hadley & McCloy > Explorer;Explorer;Discovery
Milbank, Tweed, Hadley & McCloy;24;34;6759;Milbank, Tweed, Hadley & McCloy > Explorer;Explorer;Risk Assessment
Milbank, Tweed, Hadley & McCloy;\N;68;2639;Milbank, Tweed, Hadley & McCloy > Explorer;Explorer;Closed Lost
Milestone Electric;\N;52;4928;Milestone Electric > Explorer;Explorer;Closed Won
Milestone Electric;\N;72;2641;Milestone Electric > Grammar Plus;Grammar Plus;Closed Lost
Millennium Communications Group;\N;98;2645;Millennium Communications Group > Explorer;Explorer;Closed Lost
Millennium Engineering and Integration;12;66;6657;Millennium Engineering and Integration > Explorer;Explorer;Negotiation
Millennium Engineering and Integration;13;58;6399;Millennium Engineering and Integration > Explorer;Explorer;Conviction
Millennium Engineering and Integration;9;\N;6547;Millennium Engineering and Integration > Explorer;Explorer;Interest
Millennium Engineering and Integration;\N;101;4933;Millennium Engineering and Integration > Grammar Plus;Grammar Plus;Closed Won
Millennium Engineering and Integration;\N;35;4932;Millennium Engineering and Integration > Explorer;Explorer;Closed Won
Miller & Associates;\N;83;4937;Miller & Associates > Explorer;Explorer;Closed Won
Million Dollar Baby;\N;100;4938;Million Dollar Baby > Explorer;Explorer;Closed Won
Mimeo.com;\N;53;4940;Mimeo.com > Explorer;Explorer;Closed Won
MindLance;\N;63;2647;MindLance > Explorer;Explorer;Closed Lost
Mindshare Technologies;\N;67;4943;Mindshare Technologies > Explorer;Explorer;Closed Won
MIR3;\N;74;4949;MIR3 > Explorer;Explorer;Closed Won
MIR3;\N;AMC Entertainment;4950;MIR3 > Grammar Plus;Grammar Plus;Closed Won
Mitratech;\N;67;4954;Mitratech > Explorer;Explorer;Closed Won
MNJ Technologies Direct;\N;64;4956;MNJ Technologies Direct > Explorer;Explorer;Closed Won
Mobile One Courier & Logistics;7;95;6658;Mobile One Courier & Logistics > Explorer;Explorer;Negotiation
Mobile One Courier & Logistics;7;\N;6548;Mobile One Courier & Logistics > Explorer;Explorer;Interest
Mobile One Courier & Logistics;8;31;6400;Mobile One Courier & Logistics > Explorer;Explorer;Conviction
Mobile One Courier & Logistics;\N;45;4957;Mobile One Courier & Logistics > Explorer;Explorer;Closed Won
MobilityWorks;16;\N;530;MobilityWorks > Explorer;Explorer;Interest
Model Metrics;12;59;532;Model Metrics > Explorer;Explorer;Short List
Model Metrics;25;96;531;Model Metrics > Explorer;Explorer;Conviction
Model Metrics;\N;66;4960;Model Metrics > WonderKid;WonderKid;Closed Won
Modern American Recycling Services;\N;50;4961;Modern American Recycling Services > Explorer;Explorer;Closed Won
Modern American Recycling Services;\N;93;4962;Modern American Recycling Services > PhoenixSoft;PhoenixSoft;Closed Won
Molly Maid of Greater Austin Texas;25;AC Lens;6760;Molly Maid of Greater Austin Texas > Explorer;Explorer;Risk Assessment
Molly Maid of Greater Austin Texas;5;59;6659;Molly Maid of Greater Austin Texas > Explorer;Explorer;Negotiation
Molly Maid of Greater Austin Texas;\N;90;4966;Molly Maid of Greater Austin Texas > Explorer;Explorer;Closed Won
Momentum;\N;91;4967;Momentum > Explorer;Explorer;Closed Won
Mone't;\N;34;4968;Mone't > Explorer;Explorer;Closed Won
Money Clip Magazine;\N;50;4969;Money Clip Magazine > Explorer;Explorer;Closed Won
Monogram Food Solutions;\N;67;2653;Monogram Food Solutions > PhoenixSoft;PhoenixSoft;Closed Lost
Monogram Food Solutions;\N;96;4972;Monogram Food Solutions > Explorer;Explorer;Closed Won
Montbleau & Associates;\N;88;4974;Montbleau & Associates > Explorer;Explorer;Closed Won
Moore Freight Service;\N;87;4975;Moore Freight Service > Explorer;Explorer;Closed Won
Morrison & Foerster;27;\N;536;Morrison & Foerster > Explorer;Explorer;Interest
MotherNature.com;\N;48;4983;MotherNature.com > Explorer;Explorer;Closed Won
M-Pak;\N;85;4986;M-Pak > Explorer;Explorer;Closed Won
MRE Consulting;\N;108;2664;MRE Consulting > Explorer;Explorer;Closed Lost
Multivision;13;33;547;Multivision > Explorer;Explorer;Short List
Murthy Law Firm;\N;39;4996;Murthy Law Firm > Explorer;Explorer;Closed Won
Mustang Technology;14;\N;548;Mustang Technology > Explorer;Explorer;Interest
Mustang Technology;19;\N;549;Mustang Technology > PhoenixSoft;PhoenixSoft;Interest
MxSecure;\N;41;4999;MxSecure > Explorer;Explorer;Closed Won
My Wireless;\N;37;5000;My Wireless > Explorer;Explorer;Closed Won
My Wireless;\N;80;2672;My Wireless > PhoenixSoft;PhoenixSoft;Closed Lost
Namifiers;\N;75;2676;Namifiers > Explorer;Explorer;Closed Lost
